06/03/2021,moderna,Hougang Community Club,G2590176U,04/01/2021,0
06/03/2021,sinovac,Arena@ Our Tampines Hub,G5283606P,04/01/2021,2
06/03/2021,moderna,Marine Parade Community Club,S7843997A,04/01/2021,0
06/03/2021,sinovac,Marine Parade Community Club,G2518810T,04/01/2021,0
06/03/2021,moderna,Pasir Ris Elias Community Club,F8392683W,04/01/2021,0
06/03/2021,pfizer,Former Hong Kah Secondary School,F1659269L,04/01/2021,0
06/03/2021,pfizer,Hong Kah North Community Club,F2305774M,04/01/2021,0
06/03/2021,sinovac,Arena@ Our Tampines Hub,T2193253H,04/01/2021,1
07/03/2021,pfizer,Yuhua Community Club,S2872408Z,04/01/2021,2
07/03/2021,pfizer,Marine Parade Community Club,S6548157Z,04/01/2021,1
07/03/2021,pfizer,Clementi Community Centre,T2066021F,04/01/2021,0
07/03/2021,pfizer,Hougang Community Club,F3516721T,04/01/2021,1
07/03/2021,pfizer,Canberra Community Club,S4057677J,04/01/2021,1
07/03/2021,pfizer,Queenstown Community Centre,T2057375E,04/01/2021,0
07/03/2021,sinovac,Radin Mas Community Club,F2547789T,04/01/2021,2
07/03/2021,sinovac,Arena@ Our Tampines Hub,F8872705M,04/01/2021,0
07/03/2021,sinovac,Nanyang Community Club,F7100723P,04/01/2021,0
07/03/2021,sinovac,Nanyang Community Club,T0067127J,04/01/2021,2
07/03/2021,sinovac,Hougang Community Club,G3894462U,04/01/2021,1
07/03/2021,sinovac,Teck Ghee Community Club,S3569089A,04/01/2021,2
07/03/2021,pfizer,Marine Parade Community Club,T2040352C,04/01/2021,2
07/03/2021,moderna,Geylang Serai Community Club,F7900612L,04/01/2021,1
07/03/2021,pfizer,Woodlands Galaxy Community Club,G6568842K,05/01/2021,2
07/03/2021,pfizer,Hong Kah North Community Club,F5400484L,05/01/2021,1
07/03/2021,moderna,Bedok Community Centre,F5711945N,05/01/2021,2
07/03/2021,pfizer,Buona Vista Community Club,T1158878B,05/01/2021,1
07/03/2021,moderna,Radin Mas Community Club,F5034765Q,05/01/2021,2
07/03/2021,sinovac,Hong Kah North Community Club,G7140328P,05/01/2021,1
07/03/2021,moderna,Canberra Community Club,F0504989W,05/01/2021,2
08/03/2021,moderna,Pasir Ris Elias Community Club,G6214555U,05/01/2021,0
08/03/2021,moderna,Punggol 21 Community Club,F4802398M,05/01/2021,1
08/03/2021,moderna,Former Hong Kah Secondary School,F4983826M,05/01/2021,0
08/03/2021,sinovac,Senja-Cashew Community Club,F8396461T,05/01/2021,2
08/03/2021,pfizer,Geylang Serai Community Club,G8974265Q,05/01/2021,2
08/03/2021,sinovac,Chua Chu Kang Community Club,S4676003D,05/01/2021,2
08/03/2021,moderna,Jalan Besar Community Club,T0008605Z,05/01/2021,0
08/03/2021,pfizer,Punggol 21 Community Club,G2303192U,05/01/2021,0
08/03/2021,sinovac,Buona Vista Community Club,G6967797K,05/01/2021,0
08/03/2021,moderna,Geylang Serai Community Club,S4674337G,05/01/2021,0
08/03/2021,moderna,Woodlands Community Club,T1152373G,05/01/2021,2
08/03/2021,pfizer,Sengkang Community Club,F6466141T,05/01/2021,2
08/03/2021,moderna,Marine Parade Community Club,F1399824T,06/01/2021,1
08/03/2021,pfizer,Senja-Cashew Community Club,T0192693J,06/01/2021,0
08/03/2021,sinovac,The Serangoon Community Club,G9698130P,06/01/2021,2
08/03/2021,moderna,Bedok Community Centre,S6890578H,06/01/2021,2
08/03/2021,moderna,Raffles City Convention Centre,F1316091X,06/01/2021,1
09/03/2021,moderna,Taman Jurong Community Club,S9225551D,06/01/2021,1
09/03/2021,moderna,Marsiling Community Club,S6879458G,06/01/2021,0
09/03/2021,pfizer,Former Hong Kah Secondary School,F2062230W,06/01/2021,2
09/03/2021,pfizer,Kolam Ayer Community Club,F0763891N,06/01/2021,2
09/03/2021,sinovac,Hong Kah North Community Club,T2084054J,06/01/2021,0
09/03/2021,moderna,Toa Payoh West Community Club,S8549577A,06/01/2021,1
09/03/2021,moderna,Woodlands Galaxy Community Club,S4019966G,06/01/2021,2
09/03/2021,sinovac,Tampines East Community Club,S7630465C,06/01/2021,0
09/03/2021,sinovac,Radin Mas Community Club,G6026626W,06/01/2021,2
09/03/2021,sinovac,Bedok Community Centre,F0637428W,06/01/2021,0
09/03/2021,sinovac,Bedok Community Centre,F9291814U,06/01/2021,2
09/03/2021,pfizer,Jalan Besar Community Club,S4987570C,07/01/2021,0
09/03/2021,sinovac,Yuhua Community Club,T1114699B,07/01/2021,0
09/03/2021,moderna,Toa Payoh West Community Club,S5562321Z,07/01/2021,1
09/03/2021,sinovac,The Serangoon Community Club,S5267979F,07/01/2021,2
09/03/2021,sinovac,Hong Kah North Community Club,G8075802U,07/01/2021,2
09/03/2021,sinovac,Tampines East Community Club,S8086750F,07/01/2021,0
09/03/2021,pfizer,Arena@ Our Tampines Hub,S3174997B,07/01/2021,2
09/03/2021,moderna,Tampines East Community Club,G4794152R,07/01/2021,0
09/03/2021,sinovac,Raffles City Convention Centre,F5468809K,07/01/2021,2
10/03/2021,sinovac,Bedok Community Centre,G9578519R,07/01/2021,0
10/03/2021,sinovac,Raffles City Convention Centre,G0684928N,07/01/2021,2
10/03/2021,pfizer,Clementi Community Centre,G3215895T,07/01/2021,1
10/03/2021,moderna,Tanjong Pagar Community Club,G3159411T,07/01/2021,1
10/03/2021,sinovac,Nee Soon East Community Club,F6433761X,07/01/2021,1
10/03/2021,pfizer,Jalan Besar Community Club,F8211346X,07/01/2021,2
10/03/2021,sinovac,Taman Jurong Community Club,G4071978X,07/01/2021,1
10/03/2021,sinovac,Canberra Community Club,T1171197E,07/01/2021,1
10/03/2021,moderna,Former Hong Kah Secondary School,T1073414I,07/01/2021,1
10/03/2021,moderna,Nanyang Community Club,F5356587P,07/01/2021,2
10/03/2021,pfizer,Kebun Baru Community Club,T1039930G,07/01/2021,0
10/03/2021,moderna,Yew Tee Community Club,F6557262K,07/01/2021,1
10/03/2021,moderna,Radin Mas Community Club,S4736251B,08/01/2021,0
10/03/2021,sinovac,Senja-Cashew Community Club,S2959131H,08/01/2021,0
10/03/2021,moderna,Former Hong Kah Secondary School,T0066584Z,08/01/2021,2
10/03/2021,pfizer,The Serangoon Community Club,T1177171D,08/01/2021,2
10/03/2021,pfizer,Woodlands Galaxy Community Club,T2063365J,08/01/2021,1
11/03/2021,sinovac,Arena@ Our Tampines Hub,S4119464B,08/01/2021,1
11/03/2021,moderna,Sengkang Community Club,S0227286E,08/01/2021,2
11/03/2021,moderna,Toa Payoh West Community Club,S9354596F,08/01/2021,2
11/03/2021,sinovac,Canberra Community Club,S7656405A,08/01/2021,1
11/03/2021,pfizer,Radin Mas Community Club,F2748526W,08/01/2021,2
11/03/2021,pfizer,Sengkang Community Club,T2146047D,08/01/2021,1
11/03/2021,pfizer,Marine Parade Community Club,T1024677B,08/01/2021,2
11/03/2021,sinovac,Yew Tee Community Club,F9954578W,08/01/2021,1
11/03/2021,pfizer,Chua Chu Kang Community Club,G1108992K,08/01/2021,0
11/03/2021,sinovac,Canberra Community Club,S6940327A,08/01/2021,0
11/03/2021,pfizer,Geylang Serai Community Club,G1934480R,08/01/2021,2
12/03/2021,moderna,The Serangoon Community Club,F7589874Q,08/01/2021,0
12/03/2021,sinovac,Sengkang Community Club,T2003302E,08/01/2021,0
12/03/2021,pfizer,Radin Mas Community Club,G1683717U,09/01/2021,0
12/03/2021,pfizer,Chua Chu Kang Community Club,F4798816X,09/01/2021,1
12/03/2021,moderna,Bukit Timah Community Club,S5919531Z,09/01/2021,0
12/03/2021,sinovac,Kolam Ayer Community Club,T0041678E,09/01/2021,0
12/03/2021,moderna,The Serangoon Community Club,T0128369Z,09/01/2021,0
12/03/2021,moderna,Teck Ghee Community Club,G8710950Q,09/01/2021,2
12/03/2021,pfizer,Potong Pasir Community Club,T0074043D,09/01/2021,0
12/03/2021,sinovac,Buona Vista Community Club,T1103528G,09/01/2021,0
12/03/2021,moderna,Marine Parade Community Club,S4697580D,09/01/2021,2
12/03/2021,moderna,Hong Kah North Community Club,G7921940T,09/01/2021,2
12/03/2021,pfizer,Yew Tee Community Club,S9658249H,09/01/2021,1
12/03/2021,sinovac,Chua Chu Kang Community Club,G2638788X,09/01/2021,2
12/03/2021,sinovac,Former Hong Kah Secondary School,T2060988A,09/01/2021,1
12/03/2021,sinovac,Nee Soon East Community Club,S5359054C,09/01/2021,2
12/03/2021,sinovac,Radin Mas Community Club,G4699055U,09/01/2021,2
12/03/2021,sinovac,Former Hong Kah Secondary School,G1339362T,09/01/2021,1
12/03/2021,sinovac,Marsiling Community Club,F7370057N,09/01/2021,2
12/03/2021,pfizer,Woodlands Community Club,G2610694Q,09/01/2021,2
12/03/2021,moderna,Woodlands Galaxy Community Club,F2217577R,09/01/2021,2
