Gatonby Vale,S8159462G,North,903062.0,#05-319
Cam Alley,S6894939D,Central,950437.0,#18-956
Carlton Road,T1160228I,North,110873.0,#11-188
Camdale Pass,S0577121H,South,431399.0,#06-288
Falconberg Walk,T1162856C,North,622864.0,#24-729
Clere Boulevard,F0286691U,West,562743.0,#29-627
Blandford Avenue,G8645839Q,Central,487414.0,#08-714
Fairview Grove,T2025346G,East,968194.0,#13-662
Sundown Drive,F9986242N,North,118137.0,#09-618
St.Jamess Route,T2144217D,South,768156.0,#07-121
Bayberry Walk,T1047158Z,South,810538.0,#01-396
Blean Rue,T1092228Z,North,965241.0,#18-874
Clavell Walk,G7973333X,North,776431.0,#26-153
Virginia Rue,F3583336Q,Central,923575.0,#27-372
Comet House Boulevard,S2903552J,Central,635589.0,#18-281
Clarks Pass,S8055168A,Central,952955.0,#01-715
Angela Tunnel,S9733327J,South,965791.0,#26-697
Angel Road,T1084718J,East,792590.0,#23-284
Dunsley Pass,G9960536M,North,690305.0,#18-452
Coleman Avenue,S6872526G,South,124459.0,#07-225
Andrews Walk,S5083251A,West,781386.0,#09-663
Birkin Route,T0163749A,West,386091.0,#28-262
Apostle Walk,F9237460L,East,866856.0,#25-143
Cockspur Route,G2781071W,East,149188.0,#09-315
Geffrye Vale,T2004296B,North,723426.0,#24-771
Coleman Way,G0562015K,South,478771.0,#15-974
Chantry Tunnel,G3941526M,South,895355.0,#21-582
Bingham Alley,S0491213F,South,696750.0,#07-413
Empress Way,F2021426X,Central,489897.0,#05-941
Wadham Walk,F0232552R,East,243449.0,#23-131
West Rue,T1116586E,South,811280.0,#28-586
Elystan Hill,F2875080M,West,854649.0,#17-992
Dunton Lane,G1165355W,East,515873.0,#16-383
Armory Way,T2013267H,North,812061.0,#27-358
Marischal Boulevard,F6561998U,Central,109638.0,#14-733
Boadicea Way,G1152895W,Central,124720.0,#17-645
Norfolk Way,F9414435M,North,281886.0,#08-222
Timber Pass,T1164193D,North,575834.0,#13-476
Hampden Walk,F5909875Q,East,342646.0,#17-893
Durnford Route,S6838851A,North,463095.0,#25-839
Garfield Crossroad,F1085393K,West,941826.0,#26-423
Rivervalley Grove,T2176127Z,East,237241.0,#03-567
Gavel Hill,S8507841J,West,806906.0,#03-861
Chart Street,S2622786J,South,622481.0,#15-241
Carlton Road,T0128849G,South,786174.0,#01-476
Elf Grove,G9394665R,South,247897.0,#19-295
Waldram Park Hill,S0480416C,Central,513196.0,#29-842
Cliffords Pass,G8343759L,West,314251.0,#23-535
Cardinal Avenue,T2009946H,West,656165.0,#18-296
Bethwin Route,F0452823U,South,523659.0,#28-543
Church Road,G7691146R,South,784959.0,#26-223
Calvin Drive,S9027088E,North,116772.0,#21-741
Cliffords Pass,T2165927J,Central,943992.0,#12-386
Heritage Tunnel,G1889108K,South,294780.0,#07-982
East Drive,S7812381H,East,732599.0,#15-524
King Edward Vale,S9812457H,North,701691.0,#12-382
Belmont Park Avenue,G8015515N,Central,284861.0,#06-921
Earl Rise Lane,G0502174Q,East,793709.0,#11-956
Central Pass,S4085174G,Central,992078.0,#11-143
Comet House Road,T0143522H,Central,498899.0,#26-588
Cavell Rue,F9353281M,North,631476.0,#13-834
Blanchard Route,F3337968N,North,805950.0,#27-633
Fieldstone Road,S0509579D,East,737100.0,#25-989
Bermondsey Road,T1098764J,West,931196.0,#15-174
Ben Street,S4280829F,West,404867.0,#19-932
Coborn Street,T2105895A,Central,591336.0,#26-252
Besson Road,S8861814I,West,724673.0,#21-374
Bocking Vale,G8607323X,East,806240.0,#12-597
Armory Grove,G3087509K,North,782951.0,#11-925
Glenwood Street,F8897762U,South,712870.0,#27-544
Arundel Way,G0447693Q,East,854622.0,#25-948
Queen Way,G4589071L,West,724048.0,#16-765
Calderwood Lane,T2163272J,North,448370.0,#07-449
Elizabeth Route,G3082389W,East,848773.0,#17-273
Cliff Walk,S2572989G,South,431257.0,#28-366
Lexington Lane,F5872753U,East,335816.0,#28-259
Boleyn Pass,F8445256N,West,941279.0,#15-551
East Boulevard,T0102048F,West,670684.0,#17-224
Calvin Way,T1067355G,West,442292.0,#25-825
Clissold Rue,S3861404E,South,263050.0,#09-557
Thomas Drive,G6149816N,North,584288.0,#12-297
Calshot Alley,S0791777E,North,489751.0,#15-687
Ensign Alley,F8387531M,South,742052.0,#09-713
Elystan Street,T0022867I,Central,812822.0,#18-473
Dutton Avenue,T0041853B,North,590381.0,#02-283
Sheringham Walk,F2584505Q,North,995917.0,#01-496
Dunsley Boulevard,G6632529L,East,791242.0,#15-646
Blake Avenue,F8495546U,East,160061.0,#21-481
Commercial Route,T0015732A,South,421775.0,#13-486
Bendall Tunnel,T2027411A,North,362361.0,#21-148
Woodland Grove,F6991812M,West,671083.0,#26-751
Arlington Vale,F1681848T,North,652138.0,#23-854
Blue Anchor Vale,F2304839Q,West,497435.0,#22-981
Belmore Tunnel,G2785910R,South,210681.0,#06-282
Linda Vale,T0122711J,East,214747.0,#29-833
Carpenter Street,G1344474P,Central,724163.0,#03-753
Kilner Road,T2193424G,Central,580744.0,#13-313
Virginia Hill,G2748142L,East,528229.0,#06-191
Boldero Walk,F1350336L,North,901424.0,#08-449
Calderwood Way,G9083939Q,South,677682.0,#27-986
Cephas Drive,F8810683X,East,178008.0,#07-435
Cato Grove,G3640706P,South,219697.0,#09-654
Blue Anchor Pass,S9469021H,Central,116757.0,#27-456
Queen Way,G7281921M,North,770662.0,#05-597
Capeners Crossroad,T2193201E,South,225881.0,#04-194
Viscount Hill,G6919624T,East,956588.0,#06-344
Callcott Grove,G7391609M,North,840046.0,#17-975
Bennett Hill,T1170459F,East,401926.0,#14-784
Bennett Street,F3809100W,East,943187.0,#03-654
Fieldstone Walk,G9727267R,North,410539.0,#09-441
Amwell Lane,G2088794Q,South,949109.0,#04-515
Cleveland Lane,T0161357F,West,829149.0,#12-682
Bel Crossroad,F2701010P,South,666141.0,#11-567
Bolingbroke Road,F4488730N,East,545046.0,#13-114
Carltoun Drive,F4202721U,West,128863.0,#11-969
Meadow Drive,S6552470H,Central,506750.0,#03-533
Glenwood Alley,F3176747N,East,391165.0,#03-142
Rosewood Crossroad,T2127883H,West,753533.0,#02-497
Elf Rue,F2328568K,West,114045.0,#11-285
Thurloe Drive,T2012567A,East,202725.0,#22-688
Chartham Way,G3547107W,South,484194.0,#05-665
Jackson Lane,G0227462R,South,337667.0,#08-799
Castle Hill,G6102468P,Central,887097.0,#06-391
Apostle Tunnel,T2068335F,South,308781.0,#09-847
Blackheath Rue,S0704242F,North,441044.0,#02-158
Chesterfield Alley,F3982205U,South,584052.0,#05-873
Fairview Lane,G4499640K,East,797610.0,#26-589
Battis Lane,G5459464Q,South,511645.0,#23-914
Thorndike Grove,S0199351H,Central,317538.0,#09-216
Battersea Walk,F8533484X,East,488239.0,#04-126
Cardinal Crossroad,S7987671B,Central,797354.0,#29-478
St.Johs Boulevard,S4221046C,East,924519.0,#11-672
Caldwell Way,G9516182R,South,840783.0,#26-681
Gatonby Crossroad,G5896494N,East,668798.0,#29-945
Bective Drive,S3243376F,South,566931.0,#13-374
Archery Street,S5072815C,Central,964878.0,#22-387
Longleigh Grove,F8887215X,Central,254439.0,#22-431
Arundel Street,F1783758M,South,973430.0,#15-323
Blandford Way,S9189815B,Central,627185.0,#28-328
Bletchley Walk,G4262398P,East,443271.0,#07-575
Victorian Walk,T1073380J,South,231699.0,#08-942
Adderley Route,S8679753D,South,324750.0,#23-351
Baltic Vale,F0243941R,Central,503305.0,#04-521
Caroline Walk,T1050055E,East,987386.0,#12-786
Bletchley Way,G1586028L,North,136630.0,#08-578
Monroe Rue,G6921358N,East,588776.0,#09-573
Carlton Rue,G8047668Q,North,280544.0,#29-956
Vincent Route,G4601714K,East,754091.0,#25-915
Cavaye Pass,F4530234L,Central,131654.0,#21-377
Burton Drive,G1185652M,North,908310.0,#15-639
Bendall Route,S8840071B,North,241124.0,#24-989
Camdale Vale,F6498225R,Central,327453.0,#06-826
Chartham Avenue,T2166129A,East,257060.0,#11-462
Bel Lane,G2408962U,North,285598.0,#21-219
Chalcot Hill,T2191592G,East,362468.0,#24-927
Cloth Walk,F1549367N,Central,614717.0,#19-173
Arlington Tunnel,F6365635Q,North,294370.0,#19-638
Birkbeck Crossroad,F4847322U,West,513529.0,#11-598
Boleyn Vale,T2034412H,South,488654.0,#18-155
Endsleigh Grove,G6822147T,North,548402.0,#14-375
Chambers Alley,S4151810C,Central,676161.0,#08-162
Viscount Boulevard,F3756457P,Central,506637.0,#28-298
Bellenden Walk,T2174498G,Central,167608.0,#05-577
Norfolk Alley,S1878485H,South,445283.0,#04-816
Byland Vale,G2590176U,South,501051.0,#13-794
Chestnut Vale,G5283606P,West,800761.0,#05-647
Gate Boulevard,S7843997A,Central,476067.0,#11-689
St.Jamess Street,G2518810T,North,552205.0,#29-915
Norland Pass,F8392683W,South,596593.0,#28-332
Yoakley Pass,F1659269L,Central,976087.0,#23-229
Carol Rue,F2305774M,East,558229.0,#23-275
East Walk,T2193253H,Central,658927.0,#18-897
Dunton Way,S2872408Z,North,265246.0,#12-699
Collingwood Tunnel,S6548157Z,South,538614.0,#15-446
Thorndike Grove,T2066021F,Central,672052.0,#07-563
Blackheath Lane,F3516721T,South,665421.0,#23-528
Beatty Walk,S4057677J,North,655940.0,#13-472
King Hill,T2057375E,Central,190528.0,#08-457
Chart Road,F2547789T,North,505719.0,#26-151
Carlton Grove,F8872705M,East,424569.0,#17-369
Wadham Tunnel,F7100723P,West,685686.0,#05-799
Clissold Street,T0067127J,North,784439.0,#12-275
Boadicea Crossroad,G3894462U,West,807809.0,#23-689
Abbotswell Walk,S3569089A,South,151629.0,#22-121
Linden Drive,T2040352C,Central,629682.0,#27-623
Baynes Street,F7900612L,West,867951.0,#07-794
Blanchard Tunnel,G6568842K,Central,316625.0,#01-729
Belfort Boulevard,F5400484L,South,538684.0,#23-577
Kilner Walk,F5711945N,South,484494.0,#02-313
Betton Lane,T1158878B,West,999352.0,#02-831
Belmont Park Boulevard,F5034765Q,Central,581000.0,#11-299
Earl Rise Pass,G7140328P,North,571512.0,#18-596
Clissold Street,F0504989W,South,783215.0,#02-325
Bayberry Hill,G6214555U,North,455651.0,#05-299
Bel Hill,F4802398M,South,229891.0,#04-682
Meadow Grove,F4983826M,Central,238673.0,#27-491
Blean Rue,F8396461T,East,448355.0,#07-533
Chantry Avenue,G8974265Q,North,186442.0,#11-189
Timber Vale,S4676003D,South,561529.0,#08-547
Bel Pass,T0008605Z,South,993792.0,#11-821
Wakley Walk,G2303192U,East,214804.0,#04-851
Bell Grove,G6967797K,South,736273.0,#14-137
Dutton Street,S4674337G,South,701479.0,#28-473
Monroe Route,T1152373G,Central,886207.0,#11-396
Blackheath Rue,F6466141T,West,520308.0,#17-359
Amwell Road,F1399824T,North,434414.0,#01-737
Chelsea Manor Rue,T0192693J,South,475002.0,#17-457
Meadow Hill,G9698130P,North,669482.0,#26-991
Bedford Drive,S6890578H,West,149545.0,#07-653
Victoria Rise Street,F1316091X,West,431889.0,#24-399
Fairview Lane,S9225551D,North,265677.0,#11-874
Ayres Way,S6879458G,North,526029.0,#14-329
Fawn Drive,F2062230W,Central,309214.0,#12-328
Maple Boulevard,F0763891N,Central,263121.0,#12-333
Andrews Vale,T2084054J,North,591792.0,#19-147
Gate Hill,S8549577A,South,999910.0,#09-251
Camelot Drive,S4019966G,South,162041.0,#25-179
Sheraton Grove,S7630465C,East,703707.0,#13-886
Biggerstaff Street,G6026626W,North,918540.0,#11-293
Cliffords Avenue,F0637428W,North,809660.0,#11-332
Linden Alley,F9291814U,West,711580.0,#06-128
Coalecroft Rue,S4987570C,West,276157.0,#01-753
Cliffords Boulevard,T1114699B,South,917821.0,#13-518
Garfield Avenue,S5562321Z,Central,187228.0,#29-179
St.Pauls Boulevard,S5267979F,Central,521973.0,#23-932
Durweston Drive,G8075802U,North,801464.0,#15-212
Beatty Vale,S8086750F,North,632263.0,#12-455
Meadow Street,S3174997B,South,466915.0,#19-211
Coleman Avenue,G4794152R,East,306914.0,#11-317
Pine Alley,F5468809K,Central,647033.0,#08-757
Parkfields Hill,G9578519R,West,102206.0,#29-527
Wake Drive,G0684928N,West,959915.0,#09-898
Camdale Tunnel,G3215895T,East,469325.0,#03-768
Cockspur Boulevard,G3159411T,North,187287.0,#24-256
Monroe Pass,F6433761X,West,110172.0,#05-887
Meadow Grove,F8211346X,South,645759.0,#27-199
Ashley Drive,G4071978X,South,634003.0,#17-591
Caxton Tunnel,T1171197E,West,472350.0,#16-198
Birkenhead Pass,T1073414I,East,229310.0,#05-997
Queen Boulevard,F5356587P,South,715416.0,#28-719
Angrave Avenue,T1039930G,East,339165.0,#03-615
Tisbury Alley,F6557262K,North,602305.0,#23-681
Arthur Route,S4736251B,North,680456.0,#23-331
Blackall Boulevard,S2959131H,South,507805.0,#27-589
Caldwell Hill,T0066584Z,East,790230.0,#26-911
Eaglet Rue,T1177171D,North,977562.0,#21-922
Meadow Way,T2063365J,Central,804791.0,#09-214
Underwood Pass,S4119464B,Central,881084.0,#09-667
Berriman Grove,S0227286E,North,512840.0,#29-775
King Edward Grove,S9354596F,Central,285065.0,#03-684
Castlereagh Crossroad,S7656405A,North,506328.0,#27-338
Carolina Pass,F2748526W,South,480412.0,#26-253
Blackpool Grove,T2146047D,East,722775.0,#21-995
Tilson Rue,T1024677B,Central,725670.0,#12-385
Coley Alley,F9954578W,North,106122.0,#02-913
Cliffords Way,G1108992K,East,423672.0,#21-951
Cockspur Avenue,S6940327A,West,295769.0,#09-579
Cleaver Rue,G1934480R,South,493720.0,#08-667
Marina Lane,F7589874Q,South,431079.0,#18-254
Belfort Drive,T2003302E,West,453793.0,#25-497
Andrews Boulevard,G1683717U,East,228575.0,#22-638
Paris Route,F4798816X,Central,613916.0,#29-942
Bendall Rue,S5919531Z,West,771216.0,#26-167
Pine Way,T0041678E,North,643929.0,#24-919
Bingham Street,T0128369Z,South,177014.0,#22-118
Black Friars Alley,G8710950Q,East,155801.0,#21-317
Boadicea Grove,T0074043D,South,696432.0,#21-277
Clere Drive,T1103528G,West,534134.0,#14-311
Blackall Vale,S4697580D,East,724921.0,#23-454
Carlisle Crossroad,G7921940T,West,727665.0,#18-592
Sundown Street,S9658249H,North,442506.0,#14-268
St.Jamess Avenue,G2638788X,Central,916069.0,#02-342
Bush Avenue,T2060988A,Central,957201.0,#27-176
Caedmon Crossroad,S5359054C,North,495315.0,#14-736
Belgrave Way,G4699055U,North,426233.0,#06-387
Oxford Street,G1339362T,North,524279.0,#22-732
Ashley Route,F7370057N,West,713787.0,#18-488
Jackson Route,G2610694Q,Central,466574.0,#29-377
Camley Tunnel,F2217577R,North,417734.0,#22-382
Heritage Tunnel,S5127985I,South,572537.0,#18-717
Bel Road,F2224880N,East,644996.0,#18-138
Maple Drive,S0602955H,South,732887.0,#17-193
Becher Way,F3256991U,North,316543.0,#14-219
Waite Vale,T1161646H,East,229144.0,#05-943
Blackall Boulevard,S4391486C,North,466667.0,#27-929
Cecilia Hill,S2865298D,South,546984.0,#07-658
Ashley Walk,S9919299B,East,211160.0,#11-422
Boldero Street,G2923897P,Central,577424.0,#27-549
Addison Street,S3230910J,South,571585.0,#04-945
Sheffield Street,T1010831J,North,116405.0,#15-859
Cardinal Street,S7976989D,South,858261.0,#09-567
Geffrye Alley,T2061486I,North,775369.0,#06-682
Wakley Lane,S5822483I,Central,812028.0,#26-234
Emily Road,F7187047L,Central,782929.0,#05-871
Dunstans Tunnel,T2138973G,South,977493.0,#29-299
Angrave Way,S6042941C,South,351638.0,#22-344
Sherlock Lane,S4781271B,Central,802144.0,#06-915
Abbots Way,F4946635T,North,804270.0,#18-372
Parkfields Vale,T1067830C,Central,732418.0,#25-472
Castile Street,S9603128I,West,622207.0,#22-147
Underwood Crossroad,F2366517N,North,563006.0,#24-486
Elia Road,T0064820A,West,877818.0,#11-225
Camera Avenue,G1576461P,West,339717.0,#09-949
Abbotswell Lane,F1179464P,South,999556.0,#05-753
Chestnut Walk,T2193001B,South,899216.0,#23-354
Garfield Drive,G0635706M,South,169321.0,#07-846
Glenwood Crossroad,T2106935Z,North,826590.0,#08-586
Bekesbourne Vale,T1021373D,Central,348780.0,#13-549
Tiptree Lane,T1070201H,West,482234.0,#14-974
Chancellor Road,G3700123L,West,507510.0,#21-313
Sundown Vale,F2966992U,West,765967.0,#05-388
Buttonwood Way,G1505357M,West,642034.0,#24-875
Sheffield Vale,F2554140P,West,675773.0,#19-578
Dunstans Crossroad,T1012575D,South,393348.0,#25-164
Bloomsbury Way,F4500309N,East,674075.0,#08-488
Calvin Road,T1005377Z,Central,324628.0,#29-468
Victoria Route,S5807581G,South,495749.0,#27-257
Chantry Walk,F6225581K,Central,959710.0,#13-841
Chartham Tunnel,T1069871A,East,120867.0,#05-933
Badric Rue,T0045052E,South,216747.0,#08-972
Chester Route,F9412715R,East,144815.0,#25-397
Thoresby Way,G8006279L,East,796110.0,#15-223
Eaglet Crossroad,F8465457N,East,748450.0,#01-857
Thoresby Tunnel,T0062803J,South,602762.0,#25-216
East Route,S1130644F,South,203114.0,#14-453
Apsley Tunnel,T0024801G,West,113893.0,#29-614
Emily Avenue,S2099350B,Central,160906.0,#17-636
Apsley Vale,S9100137C,North,450880.0,#24-964
Byland Boulevard,G8262293X,South,860463.0,#16-485
Abbotswell Way,S8471536J,West,675157.0,#29-813
Oxford Way,F8038832L,Central,955610.0,#16-126
Cockspur Avenue,S5652114C,Central,930166.0,#12-792
Bacton Alley,T1127731J,North,801995.0,#01-819
Cleaver Boulevard,S0884196I,East,805094.0,#19-482
Thomas Walk,F6670570Q,West,145734.0,#01-551
Queen Avenue,T1100909Z,Central,748077.0,#24-562
Virginia Vale,G7945861P,North,177259.0,#19-867
Carnegie Lane,G9463323R,South,435898.0,#23-262
Parkfields Alley,S1712293B,North,661593.0,#18-689
Arundel Pass,F4827925L,East,937178.0,#01-633
Blenkarne Street,G0822331P,Central,346926.0,#24-654
Walnut Lane,T1090189D,West,376261.0,#19-183
Battis Pass,G5303747Q,North,625482.0,#03-991
Collent Vale,G9733737W,North,966839.0,#04-925
Blake Pass,S3096277Z,Central,374161.0,#19-993
Caldwell Lane,T2101015J,Central,918007.0,#26-946
Camera Rue,G4803585Q,South,529976.0,#17-755
Bedford Crossroad,F5686069W,East,905385.0,#22-391
Battis Grove,F0571898T,Central,572258.0,#01-145
Bendmore Drive,G0940323Q,West,750079.0,#18-939
Comet House Way,S4982999Z,North,683321.0,#28-583
King William Avenue,T1187586B,West,411212.0,#26-794
South Route,F5199382U,Central,156963.0,#01-922
Collins Vale,G8411403R,West,976300.0,#08-311
Monroe Lane,F6230280K,West,538686.0,#19-435
Bliss Alley,G1936486R,East,792471.0,#11-425
Bendmore Pass,G6914194W,East,560029.0,#26-143
Charnwood Crossroad,T2128960J,South,410039.0,#25-382
Heritage Rue,S4761771E,East,582838.0,#24-151
Hampden Alley,F7335957X,East,765797.0,#27-828
Anns Alley,T2110601H,North,155746.0,#25-277
Woodland Tunnel,T0152190F,East,988614.0,#01-565
Parkfields Drive,F2235313Q,West,145442.0,#15-716
Timothy Road,S3872352I,West,553463.0,#28-377
Abbots Pass,S5558118E,East,552708.0,#22-367
Westbourne Walk,S0072176Z,East,861919.0,#16-928
Ashley Hill,F6423538U,North,648482.0,#11-822
Coal Wharf Rue,F0686992X,West,527647.0,#08-532
Bective Alley,T0008969E,East,659825.0,#04-672
Archery Route,F2606284P,Central,715369.0,#14-921
Enderby Hill,G8761673N,Central,881380.0,#02-699
Geffrye Hill,F7724406U,West,546859.0,#08-535
Hampden Avenue,T2199154B,North,388614.0,#17-614
Cavaye Road,G9452120W,West,384259.0,#02-659
Badric Walk,F5619540T,West,297148.0,#15-257
Howard Road,T2082387E,East,473125.0,#03-484
Chesterfield  Pass,S5146178I,Central,472176.0,#16-775
Ampton Grove,G4469336X,North,739645.0,#26-416
Ashley Road,F5249174Q,South,286383.0,#15-528
Arthur Avenue,T1160077D,East,803678.0,#28-274
Mariner Way,T1052740B,East,505856.0,#23-423
Victoria Vale,T1139470H,West,756386.0,#23-823
Cave Street,F5387289K,West,131165.0,#19-611
Rail Tunnel,G5060162K,West,687668.0,#24-894
Norfolk Pass,G8188692Q,East,135903.0,#14-529
Gathorne Drive,G4295122L,South,992927.0,#12-128
Canon Route,S4085489D,West,266896.0,#14-893
Chambers Crossroad,T1047393J,North,112969.0,#09-419
Waldram Park Tunnel,G2158028M,Central,630745.0,#24-492
Birkenhead Rue,S1840467B,East,953399.0,#27-839
Chester Rue,F3831765L,South,600978.0,#25-681
Clissold Rue,S9052163B,Central,603929.0,#17-567
Queen Vale,G1288684K,South,536477.0,#14-731
Antrobus Hill,T0047351G,North,700099.0,#23-683
Lake Rue,F0465423N,South,635407.0,#05-629
Falconberg Lane,S8573142D,Central,886147.0,#01-676
Angrave Drive,S7806152I,North,797840.0,#23-959
Thrale Avenue,S5976419E,North,176107.0,#23-979
Queen Alley,G6804068Q,West,474822.0,#05-282
Chancellor Hill,T0168530E,Central,408363.0,#25-694
Timothy Crossroad,S7333331H,West,108639.0,#29-865
Boadicea Hill,T2148011D,North,650499.0,#07-273
Ellerman Lane,F0614017M,East,944737.0,#05-434
Bacton Boulevard,F1718994T,Central,519418.0,#12-864
Buttonwood Walk,T2198011G,Central,963770.0,#14-514
Clere Avenue,T2026989D,East,525856.0,#23-123
Beechen Way,G9740843U,North,368199.0,#21-297
Dyott Drive,F9098540W,Central,715263.0,#29-814
Blandford Drive,T0173752F,Central,429500.0,#07-939
Apostle Way,S6722410H,Central,865427.0,#22-338
Angel Tunnel,G5972448M,North,720202.0,#24-914
Badric Lane,S8540381H,South,677308.0,#18-266
Chart Drive,S5408141C,Central,572116.0,#17-163
Camley Tunnel,G4735228U,East,854629.0,#13-891
Collins Avenue,G9605491U,East,727905.0,#23-394
Thoresby Pass,T0162063G,North,930464.0,#04-916
Colombo Drive,F8889852N,South,897575.0,#17-982
York Alley,T1085100E,North,755516.0,#29-656
Chartham Street,G8545425R,North,440286.0,#15-697
Bicknell Drive,S4329901H,South,758437.0,#26-693
East Pass,G9380632N,East,762703.0,#17-138
Billing Street,S3433602D,East,201834.0,#15-932
Clarges Route,T2120533D,East,845907.0,#02-412
Thurloe Street,T1097657F,South,116835.0,#03-327
East Pass,S6605621Z,South,908449.0,#08-897
Clere Lane,T1095577C,North,624129.0,#06-845
Armory Street,T0014187E,Central,939670.0,#25-896
Udall Grove,G2124079L,West,769582.0,#15-125
Blomfield Avenue,G6936820X,North,755253.0,#08-794
Timothy Drive,T2006605E,West,497770.0,#18-577
Fawn Hill,G9419302N,East,953431.0,#15-877
Kilner Street,T1095646Z,Central,452358.0,#05-733
Chart Lane,G4154964K,East,624014.0,#18-632
Blore Avenue,T0180423A,Central,302835.0,#14-332
Clere Avenue,F2662159M,South,953166.0,#17-547
Hampden Rue,S0158551G,Central,788552.0,#09-896
Elizabeth Tunnel,F4574026U,South,292718.0,#23-993
Emily Route,G8826696Q,West,403618.0,#27-858
Chalcot Alley,S2755952B,West,279565.0,#07-818
Amwell Grove,F7661412K,West,810487.0,#26-132
Gautrey Drive,F6010055K,West,197633.0,#02-755
Thomas Doyle Crossroad,G5471548Q,Central,422334.0,#25-288
Blandford Road,S4761175Z,South,872731.0,#26-593
